Customer_Name,Street_Address,City,State,Zipcode,Age,Income,Payment_History,Number_of_Open_Credit_Cards,Credit_Score,Total_Debt,State_FIPS,Region_FIPS
Annora Coole,141 Scott Point,Chattanooga,TN,37410,25,100038,0.77,9,540,359354,47,3
Ted Grissett,2 Marcy Point,Van Nuys,CA,91411,78,87013,0.96,11,734,3312,6,4
Daisy Causton,1832 Spohn Plaza,Lexington,KY,40581,20,50846,0.76,10,507,409449,21,3
Gayle Pund,511 Dawn Way,Salem,OR,97306,37,142956,0.98,5,780,429152,41,4
Madelle Andric,214 Holy Cross Center,Columbus,OH,43240,78,71868,1,2,320,337890,39,2
Dusty Skokoe,650 Myrtle Court,Washington,DC,20231,59,79595,0.72,15,406,251198,11,3
Sam Kunze,03804 Sherman Court,Dayton,OH,45419,34,85309,0.78,10,573,135769,39,2
Farrel Itscowicz,6598 Haas Terrace,Baltimore,MD,21275,80,78229,0.88,11,699,427112,24,3
Denyse Jouannisson,4611 Kennedy Trail,Tallahassee,FL,32304,50,105762,1,13,302,45078,12,3
Murvyn Limpenny,00 Di Loreto Plaza,Bridgeport,CT,6673,71,63392,0.98,10,773,151819,9,1
Minnnie Blanking,34497 Union Junction,Aiken,SC,29805,36,113270,0.96,11,728,340931,45,3
Vonni Dawltrey,93435 Canary Point,Kansas City,MO,64130,58,81565,0.72,5,420,169117,29,2
Cathee Geelan,496 Sachs Crossing,Knoxville,TN,37939,80,144019,0.92,4,724,200408,47,3
Jewell Sleany,73454 Eagle Crest Str,Young America,MN,55551,80,62326,0.75,0,460,218282,27,2
Lucius Keri,4870 Knutson Road,Alexandria,VA,22309,20,25969,0.8,15,591,320721,51,3
Madella Vaun,1293 Mandrake Street,New York City,NY,10175,73,34647,0.82,12,615,485759,36,1
Adrianne Gorey,628 New Castle Avenue,Buffalo,NY,14263,26,139706,0.92,5,702,254973,36,1
Hort Bridgen,0 Judy Drive,Atlanta,GA,30340,40,45153,0.77,6,526,339367,13,3
Marlane Peddowe,275 Warbler Alley,Atlanta,GA,30336,75,49856,0.99,8,822,236652,13,3
Kym Gudgeon,176 Sunnyside Place,Des Moines,IA,50936,34,147721,0.72,6,415,298455,19,2
Heriberto Malitrott,823 Hermina Way,Los Angeles,CA,90025,52,143701,0.76,3,509,106820,6,4
Lana Boud,05221 Derek Point,Dallas,TX,75241,79,53313,0.78,10,553,352158,48,3
Suzanna Izchaki,007 Gerald Crossing,Lansing,MI,48930,77,104363,0.98,2,755,316386,26,2
Elvera Spaunton,4 Nova Court,El Paso,TX,79916,69,91518,0.98,8,758,267628,48,3
Philip Nesterov,176 Hudson Street,Atlanta,GA,30316,74,52579,0.98,8,765,365099,13,3
Tim Nicely,720 Merry Avenue,Aurora,CO,80015,78,144670,0.82,5,609,38467,8,4
Derwin Gullane,156 Di Loreto Court,Charlotte,NC,28215,37,83786,0.88,13,690,166367,37,3
Vanda Prendiville,70574 Marcy Road,Evansville,IN,47747,24,121375,0.72,5,408,425371,18,2
Boony Merrywether,2322 Vernon Alley,San Diego,CA,92127,56,53491,0.72,5,417,496758,6,4
Ileane Westnage,65888 Vera Lane,San Diego,CA,92191,51,126842,0.98,1,788,164993,6,4
Bernetta O'Corrigane,895 Sachs Street,Kansas City,MO,64179,27,121503,0.7,8,386,275461,29,2
Heall Segges,9 Northridge Circle,Dallas,TX,75310,73,65235,0.75,12,451,82296,48,3
Evaleen Dakers,92423 Elka Way,West Palm Bea,FL,33421,31,41781,1,1,321,325698,12,3
Zarah Biermatowicz,63780 Menomonie Avenu,San Diego,CA,92186,48,50787,1,7,830,277244,6,4
Paxon De Castri,2004 Union Alley,Washington,DC,20220,31,140005,0.98,8,799,145683,11,3
Milicent Jefferson,9 Corscot Way,Hartford,CT,6145,50,117198,0.99,0,814,328143,9,1
Beilul Viollet,364 Dottie Point,Los Angeles,CA,90101,34,82959,0.72,9,422,57009,6,4
Ebony Michele,80 Amoth Lane,Spokane,WA,99220,29,102428,0.96,14,737,320346,53,4
Corene Kerbey,11671 Corben Plaza,Columbus,OH,43210,23,145274,0.98,2,790,327762,39,2
Harlene Jikylls,391 Dorton Circle,Des Moines,IA,50315,64,61563,0.8,2,581,447417,19,2
Kimberli Goldwater,934 Pleasure Hill,Los Angeles,CA,90071,70,141468,0.75,1,497,201771,6,4
Issi Goodred,123 Bonner Junction,Durham,NC,27705,42,34112,0.74,13,448,420814,37,3
Bordie Keyworth,99 Jenifer Pass,Cincinnati,OH,45228,80,45256,0.7,3,390,145648,39,2
Willie Sangwin,840 Graceland Place,Atlanta,GA,30336,77,67968,0.74,2,445,195637,13,3
Celestyn Creavin,746 Dunning Trail,Greensboro,NC,27409,65,64233,0.88,1,685,438950,37,3
Addie Hegg,6389 Springs Park,Birmingham,AL,35236,44,115657,0.8,4,588,463419,1,3
Petunia Shepcutt,2 Loftsgordon Point,Washington,DC,20599,51,37487,0.92,12,701,55816,11,3
Odelle Chaster,1 Corben Parkway,Savannah,GA,31416,20,42510,1,7,344,66864,13,3
Janot Pretorius,71 Shoshone Terrace,Jefferson Cit,MO,65105,45,114544,0.96,11,745,131587,29,2
Sherwood Glyssanne,3 Oxford Trail,Cincinnati,OH,45238,73,106382,0.77,2,530,28788,39,2
Joel McShirie,8964 Roth Drive,Clearwater,FL,34629,38,114762,0.96,9,746,151164,12,3
Adela Hapke,54476 Basil Drive,Chicago,IL,60657,45,100368,0.96,0,738,352805,17,2
Agna Ilsley,1 Memorial Street,New Orleans,LA,70142,67,39975,0.98,11,794,316821,22,3
Avis Rushman,0746 Green Ridge Road,Los Angeles,CA,90076,52,129109,0.98,1,791,396463,6,4
Sigismund Mathewson,827 Morning Way,Boston,MA,2283,44,105151,0.88,3,700,251202,25,1
Norah Bruty,53663 Morningstar Lan,Sacramento,CA,95823,59,142107,0.96,6,740,235584,6,4
Salome Drogan,6971 Banding Crossing,Boulder,CO,80305,48,142603,0.83,9,646,113897,8,4
Clarissa Abade,9888 Esch Plaza,Brooklyn,NY,11215,64,26149,0.75,3,468,299929,36,1
Roseline Poupard,4669 Moose Avenue,Houston,TX,77276,33,88476,0.83,9,650,342372,48,3
Cchaddie Lee,920 Carpenter Road,New York City,NY,10045,80,116133,0.76,1,501,544,36,1
Calley Gors,708 Ilene Parkway,Pittsburgh,PA,15266,59,27128,1,3,315,56110,42,1
Xever Tirrey,18244 Schmedeman Driv,Canton,OH,44720,74,73529,0.7,8,351,370768,39,2
Maryjane Perring,3 3rd Street,Hayward,CA,94544,63,59230,0.8,13,586,344669,6,4
Maxie Cogdon,27537 Sunnyside Lane,Fort Lauderda,FL,33336,53,65292,0.98,8,771,137441,12,3
Cele Peres,858 Fordem Crossing,Gainesville,FL,32605,23,50340,0.98,12,760,452176,12,3
Jamie Wraith,51574 Jana Lane,Lexington,KY,40524,30,149839,0.75,3,458,140964,21,3
Maggie Binne,38 Almo Crossing,Saint Louis,MO,63116,43,40751,0.75,9,473,466790,29,2
Charlotte Kiernan,520 Clemons Center,Birmingham,AL,35279,66,118980,0.82,8,620,177252,1,3
Nessie Laurencot,0 Kinsman Lane,Lynchburg,VA,24503,31,133779,0.77,11,529,94079,51,3
Perla Ellerington,95480 Bartillon Park,Sacramento,CA,94207,61,146944,0.8,11,587,326959,6,4
Cathleen Wylam,04631 Spenser Center,Cleveland,OH,44125,29,113427,0.77,2,540,289745,39,2
Opalina Server,552 Corben Circle,Charleston,SC,29411,32,94304,1,11,333,289991,45,3
Corbett Bareham,623 Kingsford Hill,Indianapolis,IN,46239,69,135166,0.72,13,405,105049,18,2
Louisa Brodley,9 Raven Circle,Tulsa,OK,74184,38,127555,0.7,13,388,174474,40,3
Mattie Collingham,75 Oakridge Crossing,San Antonio,TX,78260,79,25260,0.96,13,744,499540,48,3
Lainey Gilbee,838 Elmside Terrace,Boulder,CO,80328,57,107722,0.76,12,503,426516,8,4
Nikolia Skally,7542 Delaware Trail,Elmira,NY,14905,21,90177,1,3,827,416212,36,1
Kala Josephson,090 Bonner Terrace,Longview,TX,75605,80,64622,0.98,10,751,419384,48,3
Dar Crone,54123 Shopko Lane,Fresno,CA,93750,21,62205,0.78,13,571,81748,6,4
Marris Cescot,22278 La Follette Par,Warren,OH,44485,22,146724,1,3,840,440193,39,2
Brandyn Errichiello,2655 Muir Hill,Santa Cruz,CA,95064,74,105563,0.7,2,384,425351,6,4
Onfroi Glassup,0111 Truax Crossing,Philadelphia,PA,19160,50,45728,1,13,321,26637,42,1
Gill Keave,18630 Caliangt Avenue,Birmingham,AL,35215,29,32972,0.78,7,572,73555,1,3
Sybila Lopez,12 Dwight Way,Springfield,IL,62756,63,148010,1,3,343,496690,17,2
Royall Twelvetrees,975 Leroy Parkway,North Hollywo,CA,91606,29,114633,0.76,4,522,498532,6,4
Betsy Gunther,462 Hoard Lane,Houston,TX,77045,36,101896,0.8,9,583,367199,48,3
Brooks Mackleden,6790 Rusk Terrace,Hartford,CT,6140,46,79608,0.7,14,354,314634,9,1
Justus Swyn,715 Wayridge Drive,New Orleans,LA,70179,62,63903,0.92,1,714,43175,22,3
Yale Edwinson,850 Hansons Lane,Madison,WI,53726,72,52572,0.74,2,437,473797,55,2
Ileana Troup,1635 Gerald Plaza,Kansas City,MO,64136,69,54801,0.83,4,641,162408,29,2
Kaia Knightley,6025 Kenwood Drive,Brockton,MA,2405,78,70584,0.75,2,476,145510,25,1
Clemence Jonas,3 Burning Wood Alley,Norwalk,CT,6859,30,78309,0.75,1,452,214116,9,1
Leta Hellewell,73 Kingsford Alley,Columbus,OH,43210,68,58044,1,3,314,291886,39,2
Garvy Dowsing,9 Rieder Parkway,Salinas,CA,93907,35,105710,1,13,310,104532,6,4
Catina Compston,114 Barnett Drive,Fort Wayne,IN,46825,63,96543,0.82,12,615,32058,18,2
Conny Stockford,022 Toban Road,Washington,DC,20051,62,122796,0.92,12,718,50879,11,3
Karolina McKleod,71467 Eagan Point,San Jose,CA,95123,50,99304,0.96,11,746,371098,6,4
Sella Rookes,1606 Independence Pla,Washington,DC,20099,69,147209,0.72,13,414,377951,11,3
Skippy Seelbach,6 Monument Point,Boise,ID,83716,68,115291,0.72,3,410,313090,16,4
Babbette Auger,678 Southridge Plaza,San Diego,CA,92165,73,136361,1,2,307,229028,6,4
Leonie Masarrat,7749 Hayes Terrace,Sioux Falls,SD,57105,36,88424,0.82,5,616,316834,46,2
Debora Goodburn,4981 Dayton Parkway,Miami,FL,33153,28,106220,0.92,9,711,98491,12,3
Gussi Checketts,8843 Scofield Place,Akron,OH,44315,40,26224,0.76,4,504,350482,39,2
Artur Fowls,51853 Moulton Hill,Pompano Beach,FL,33069,58,135489,0.85,9,667,327689,12,3
Kippy Joynson,6 Haas Street,Oakland,CA,94627,40,75522,0.82,0,625,419848,6,4
Rebe Hastwell,7 Transport Way,Mountain View,CA,94042,62,105236,0.96,7,735,405906,6,4
Simona Kid,662 Truax Road,Pueblo,CO,81005,56,71929,0.82,6,618,29436,8,4
Torrin Treasure,34 Ridge Oak Park,Louisville,KY,40293,38,143423,0.72,10,425,108275,21,3
Evey de Chastelain,4 Mayer Avenue,Stamford,CT,6912,68,96116,0.96,8,728,462759,9,1
Ulrich Tomlins,2 Walton Terrace,Lansing,MI,48901,56,59670,0.77,2,541,428912,26,2
Harper Bengle,43 School Court,Des Moines,IA,50310,47,147587,1,6,308,465277,19,2
Rodrigo Gravells,55066 Sutherland Driv,Gainesville,FL,32610,24,43609,0.92,15,705,219263,12,3
Valry Greeveson,3 Old Gate Street,San Antonio,TX,78245,49,61079,0.83,9,631,265370,48,3
Rosemarie Hutable,1948 Luster Place,Panama City,FL,32405,49,86671,0.82,3,625,59637,12,3
Lesley Ricold,84 Fairfield Avenue,El Paso,TX,79923,59,29583,1,3,846,124530,48,3
Nancy Cicco,45062 Kropf Court,Los Angeles,CA,90076,26,109522,0.88,7,685,310540,6,4
Lyssa Hitter,68 Graedel Street,Minneapolis,MN,55480,38,111311,1,4,831,87647,27,2
Nicolette McKevitt,5704 Everett Terrace,Pensacola,FL,32590,25,97089,1,12,311,254039,12,3
Gwenni Greenman,0118 Amoth Terrace,Charlotte,NC,28210,25,85720,0.75,3,465,155596,37,3
Any Waight,3647 Oak Valley Drive,Fairbanks,AK,99709,29,33748,0.8,10,578,271136,2,4
Ody Ansill,77811 Monterey Trail,Jacksonville,FL,32244,24,52090,0.7,14,369,376639,12,3
Harwell Melmore,119 Lunder Way,Indianapolis,IN,46295,79,144491,0.75,11,486,15722,18,2
Duff Phillips,6 7th Terrace,Birmingham,AL,35231,40,34811,0.74,14,448,159213,1,3
Fayette Moxham,41755 Darwin Trail,Stamford,CT,6912,72,97023,0.98,8,764,198978,9,1
Alvera Choak,4457 Bay Trail,Norfolk,VA,23551,48,109153,0.78,7,569,240459,51,3
Jaimie Hayzer,1451 Eliot Trail,Green Bay,WI,54313,75,83077,0.83,2,648,289478,55,2
Garrett Vernalls,796 Spenser Park,Houston,TX,77030,51,57524,0.85,6,665,379130,48,3
Merola Fashion,64 Eagan Pass,Washington,DC,20436,76,148320,1,7,317,82908,11,3
Xaviera Penrose,1803 Waubesa Plaza,Denver,CO,80217,74,67612,0.77,6,530,43836,8,4
Hinda Surcombe,0828 7th Park,Moreno Valley,CA,92555,34,133582,0.7,7,385,29389,6,4
Felic Looks,65 Autumn Leaf Center,Akron,OH,44321,45,33435,0.77,7,530,221514,39,2
Saul Toulamain,2056 Elgar Pass,Lexington,KY,40586,57,149965,0.7,15,356,276250,21,3
Beilul Chelley,618 Shasta Point,Garden Grove,CA,92645,77,65710,0.98,12,772,416054,6,4
Zsazsa Prestie,8499 Merrick Place,Houston,TX,77201,54,51433,1,0,332,318080,48,3
Valene Roels,3 Pleasure Avenue,Los Angeles,CA,90071,56,96847,0.88,14,694,71363,6,4
Kristi Coldbathe,724 Lakeland Street,Rockford,IL,61105,65,125929,1,6,334,138873,17,2
Granthem Torregiani,61 Sachs Park,Washington,DC,20546,40,32541,0.8,11,597,132661,11,3
Deborah Lauchlan,62 Declaration Terrac,Saint Petersb,FL,33731,23,132929,0.96,15,741,493547,12,3
Enrique Tigner,33 Fallview Center,Boynton Beach,FL,33436,38,59498,0.78,9,561,395201,12,3
Chelsae Wrighton,483 Thompson Terrace,Austin,TX,78778,67,108372,1,9,347,343948,48,3
Koral Gavrielly,220 Utah Trail,Stamford,CT,6912,24,60408,0.76,0,509,381060,9,1
Hetti Dailey,5 Almo Avenue,Springfield,IL,62711,70,148096,1,3,313,158293,17,2
Bathsheba Hlavecek,4579 Ridge Oak Court,Fort Worth,TX,76115,24,95384,0.75,1,487,358513,48,3
Verena Buttel,4 Haas Alley,Montgomery,AL,36109,53,45232,0.78,11,560,131730,1,3
Deny Geleman,38720 Erie Lane,Boulder,CO,80310,62,148515,0.7,8,384,340488,8,4
Antonin Fairleigh,398 Express Place,Trenton,NJ,8638,34,112561,0.82,15,609,414772,34,1
Fletch Boole,144 Dryden Avenue,Norman,OK,73071,28,88538,0.8,1,580,287242,40,3
Stepha Bome,1910 Gateway Street,Orlando,FL,32819,57,108798,0.7,14,378,478786,12,3
Codi Rieflin,3840 Charing Cross Ju,Monroe,LA,71213,65,76757,0.96,3,726,257356,22,3
Albertine Posten,0 Boyd Lane,Chattanooga,TN,37410,43,125821,0.78,11,565,71497,47,3
Berky Boyett,46 Luster Place,Gilbert,AZ,85297,27,49975,0.7,11,359,217557,4,4
Holly Gerardi,78685 Express Place,Spokane,WA,99205,80,29386,0.82,15,621,68030,53,4
Augustin Hainey,151 Sommers Road,Cincinnati,OH,45296,56,128887,1,8,322,76160,39,2
Lorin Bromont,0 Maple Trail,Escondido,CA,92030,62,32304,0.7,10,395,222432,6,4
Cobb Dalziel,165 Cambridge Terrace,Columbia,SC,29208,21,58812,0.99,3,809,407181,45,3
Nita Whitelock,313 Anniversary Place,Pocatello,ID,83206,65,123603,0.83,8,635,236145,16,4
Priscella Stiger,28 Springview Place,Portland,OR,97271,44,149118,0.92,10,712,55285,41,4
Georas Scouse,359 Namekagon Plaza,New Orleans,LA,70124,54,67414,0.72,9,410,312313,22,3
Danie Birtwistle,7694 Summerview Trail,Fort Wayne,IN,46825,70,108120,0.7,15,353,462899,18,2
Laurence Cabrera,5355 Kenwood Center,Jamaica,NY,11407,62,66809,0.8,9,586,333377,36,1
Eryn Laurant,814 Fuller Point,Zephyrhills,FL,33543,41,114406,0.98,9,753,411944,12,3
Vitoria Beldum,32 Memorial Plaza,Santa Clara,CA,95054,67,106507,0.98,6,753,47735,6,4
Pennie McAulay,78102 Dahle Center,Columbia,MO,65218,46,27455,0.7,15,382,148068,29,2
Randa Stannion,9 Northfield Center,El Paso,TX,79977,58,102916,0.77,10,548,220424,48,3
Shelbi Heaslip,7404 Jenna Terrace,Charleston,WV,25336,76,130753,0.74,8,438,371999,54,3
Joli Krolle,5179 Ridgeway Drive,Kalamazoo,MI,49006,38,47747,0.98,12,787,237717,26,2
Rosaline Jouhning,34424 Bay Park,Columbia,SC,29215,59,60845,0.85,13,674,402356,45,3
Addison Emerson,20 Birchwood Road,Fort Worth,TX,76110,55,101311,0.99,5,805,141608,48,3
Jacky Blesli,6715 Sullivan Parkway,Bloomington,IN,47405,63,61578,0.78,11,568,351902,18,2
Riane Churchouse,45 Lyons Circle,Austin,TX,78737,44,33149,0.75,3,496,335147,48,3
Burton Stanistrete,6637 Green Hill,Tampa,FL,33605,29,101715,0.75,11,498,455020,12,3
Arlette Wharin,897 Brickson Park Tra,Washington,DC,20591,25,132165,0.88,6,688,480279,11,3
Leah Chatelet,62735 Birchwood Lane,Chicago,IL,60691,41,131481,0.98,13,793,485611,17,2
Courtenay Sapauton,4 Golden Leaf Parkway,Springfield,MO,65810,72,145135,0.75,7,467,406830,29,2
Cordell Lashley,194 Loeprich Circle,Paterson,NJ,7544,47,68280,0.88,15,697,65739,34,1
Anna Sitwell,3 Tennessee Avenue,Youngstown,OH,44511,59,48270,0.7,15,373,408461,39,2
Fania Tennison,33965 Rowland Park,Oklahoma City,OK,73142,51,135342,0.75,5,472,345703,40,3
Katuscha Shadrack,9 Marquette Parkway,San Antonio,TX,78255,41,33286,0.98,2,764,416911,48,3
Shea Eccleston,78716 Holy Cross Park,Portland,OR,97211,72,56012,0.85,14,661,102470,41,4
Rycca Deering,2001 Sage Trail,Oklahoma City,OK,73114,73,118650,0.88,8,696,492684,40,3
Marcelo Cisneros,6603 Judy Place,Davenport,IA,52809,64,55837,0.82,11,602,180387,19,2
Isis Buret,78556 Lakewood Garden,Cincinnati,OH,45999,21,149335,0.88,10,694,51422,39,2
Dian Balam,6 Morning Road,Idaho Falls,ID,83405,61,74140,0.88,3,697,130042,16,4
Hayward Tamas,656 Sachtjen Pass,Charleston,WV,25313,27,147870,0.7,13,399,430256,54,3
Sharl Cowp,69 Hooker Trail,Corona,CA,92878,75,103079,0.96,11,726,78147,6,4
Ruggiero Basler,543 Eliot Parkway,Atlanta,GA,30368,33,103572,0.85,0,675,495616,13,3
Chelsy Chandler,89 Darwin Drive,Worcester,MA,1654,46,50332,0.75,9,470,157628,25,1
Hamid Crookall,35 Mccormick Pass,Fort Wayne,IN,46825,62,70762,0.7,9,382,498389,18,2
Immanuel Macvey,31612 Rockefeller All,Anchorage,AK,99599,46,102309,0.72,9,406,268132,2,4
Lem Troop,679 Mesta Alley,Abilene,TX,79605,59,30520,0.75,14,473,59841,48,3
Elisabeth Frowing,31 Dryden Trail,Fresno,CA,93750,75,49628,0.96,7,750,203375,6,4
Rochella Ridewood,724 Fremont Pass,Washington,DC,20036,80,58508,0.76,6,501,3797,11,3
Costanza Mungane,6610 Jackson Park,Salt Lake Cit,UT,84170,70,115935,1,15,316,122324,49,4
Sayre Stannis,682 Bobwhite Road,Boston,MA,2109,71,137115,0.75,2,481,465995,25,1
Brina Terbrug,9 Melody Center,Buffalo,NY,14205,42,140563,0.83,8,647,158555,36,1
Noe Drewry,57279 Meadow Ridge Av,Santa Barbara,CA,93106,56,147648,0.76,7,517,392934,6,4
Harli Prowse,0 Holy Cross Avenue,Cincinnati,OH,45999,60,43999,0.92,1,711,486141,39,2
Florance Barter,72449 Fuller Park,Miami Beach,FL,33141,61,107734,1,13,323,188572,12,3
Carolyne Maddigan,6963 Killdeer Street,Inglewood,CA,90398,39,65521,0.8,4,596,274783,6,4
Karrah Yole,014 Becker Center,Paterson,NJ,7505,40,125715,1,12,304,347900,34,1
Ode Featonby,428 Scott Circle,Riverside,CA,92513,27,71197,0.98,4,795,119502,6,4
Charity Millson,229 Petterle Street,Madison,WI,53726,29,122127,0.88,1,691,90860,55,2
Eadith Wibberley,9898 Menomonie Way,Denver,CO,80279,73,78494,0.88,13,693,20821,8,4
Mickie Conner,21032 Bayside Terrace,Moreno Valley,CA,92555,34,29380,0.75,13,492,108610,6,4
Freida Oguz,10343 Mesta Avenue,Pasadena,CA,91186,56,144545,0.76,10,516,350420,6,4
Daune Shand,12617 Mockingbird Tra,San Antonio,TX,78210,54,141360,0.6,11,300,496580,48,3
Rebbecca Dabrowski,0 Fremont Park,Oakland,CA,94627,35,80611,0.99,2,825,384571,6,4
Arni Instock,093 Delladonna Trail,Omaha,NE,68134,46,50275,1,12,302,273316,31,2
Osbourne Ellins,002 Forster Point,Orlando,FL,32819,31,94738,0.7,11,397,139859,12,3
Kerrill Heare,4275 Magdeline Alley,Palm Bay,FL,32909,78,59152,0.75,8,482,50781,12,3
Donny Ashwell,928 Bartillon Lane,Phoenix,AZ,85067,43,56526,0.99,12,814,231092,4,4
Lexy Brigg,0914 Hazelcrest Avenu,Madison,WI,53716,44,49079,0.78,8,570,92101,55,2
Kikelia Placido,984 Schmedeman Hill,Spokane,WA,99210,31,121272,0.88,12,676,443164,53,4
Almeta Randell,5 Red Cloud Avenue,Richmond,VA,23237,38,43915,1,6,322,424341,51,3
Trista McFeate,165 Northland Trail,Muncie,IN,47306,77,63232,0.88,9,678,278160,18,2
Kayle Soame,00 Ronald Regan Park,Sacramento,CA,95823,75,108254,0.85,2,657,226172,6,4
Kincaid Weed,99 Little Fleur Trail,Tacoma,WA,98405,65,91136,0.82,3,610,50900,53,4
Felicia Curnucke,4 1st Terrace,Migrate,KY,41905,46,148772,1,10,335,155963,21,3
Roseanna Yon,8 Independence Circle,Fresno,CA,93715,39,94886,0.82,8,617,196396,6,4
Friederike McMonnies,63 Helena Trail,Houston,TX,77095,44,132781,0.74,10,426,117689,48,3
Brittany Coyle,6 Maywood Court,Austin,TX,78783,66,59849,0.74,11,450,404589,48,3
Roby Custy,3 Lillian Point,Milwaukee,WI,53225,26,68502,0.75,7,478,309275,55,2
Glen Wingatt,6 Homewood Way,Salt Lake Cit,UT,84105,67,145420,0.77,7,533,196947,49,4
Kamila Dignon,11483 Forest Run Driv,Sioux Falls,SD,57110,38,42960,0.75,0,484,32617,46,2
Guillaume Edlington,0933 Dunning Circle,Tacoma,WA,98481,57,32198,0.82,8,617,344215,53,4
Arlen Arderne,91815 Glendale Terrac,Erie,PA,16522,55,102579,0.88,2,700,102325,42,1
Jock Laurenz,89 Quincy Plaza,Cincinnati,OH,45223,60,88177,0.83,11,651,157423,39,2
Grete Burley,4 Troy Pass,Knoxville,TN,37919,41,53096,0.72,11,412,120830,47,3
Marysa Damato,836 Northland Pass,Cincinnati,OH,45243,78,29746,0.75,3,492,441535,39,2
Tailor Raffin,268 Delaware Way,Orange,CA,92867,27,65061,0.74,3,447,13738,6,4
Ashley Janak,681 Holy Cross Drive,Lansing,MI,48930,32,51345,0.83,6,650,168869,26,2
Karen Gligorijevic,46 Straubel Parkway,South Bend,IN,46620,37,122963,0.96,5,730,96310,18,2
Tandy Busch,8 Roxbury Terrace,Corpus Christ,TX,78465,22,122658,0.85,13,665,68664,48,3
Nickie Cornau,1 Haas Hill,New York City,NY,10170,55,78284,0.7,12,387,215169,36,1
Hazel Twinbrow,3809 Calypso Point,Washington,DC,20057,65,54887,0.98,13,769,64925,11,3
Cathi Proom,3 Dawn Park,Tucson,AZ,85748,37,101144,0.99,14,810,174432,4,4
Sandy Sherwood,849 Derek Terrace,Dallas,TX,75353,63,117758,0.7,4,388,1366,48,3
Demetria Streetfield,62310 Schiller Lane,Detroit,MI,48206,74,140891,0.78,8,573,185812,26,2
Atalanta Maypes,900 Cottonwood Trail,Raleigh,NC,27605,68,66211,1,2,328,142810,37,3
Stacie Ranahan,4 Norway Maple Hill,Denton,TX,76205,50,80155,0.82,8,611,470039,48,3
Benny Onions,25296 Ridgeway Road,Austin,TX,78778,26,70870,0.75,3,464,362300,48,3
Matthieu Marty,87846 Sundown Street,Tacoma,WA,98411,20,35482,0.76,11,515,117939,53,4
Lorene Ruffli,67 South Parkway,El Paso,TX,79923,38,64889,0.99,0,818,51280,48,3
Stanley Silverstone,13581 Shelley Place,Lubbock,TX,79405,44,83499,0.76,14,525,422425,48,3
Anetta Sturrock,1 Northfield Court,Rochester,NY,14619,44,139855,1,3,339,267600,36,1
Marin Esby,86 Northview Place,Dallas,TX,75205,26,137786,0.7,13,367,257449,48,3
Earvin Dinse,0 Weeping Birch Way,Grand Rapids,MI,49510,34,50505,0.75,5,495,86442,26,2
Babs McSporon,9968 Arizona Point,Fort Smith,AR,72905,67,143458,0.96,11,732,483595,5,3
Tulley Cordeau],122 Hagan Way,Saint Louis,MO,63136,56,48910,0.75,7,476,187172,29,2
Sherilyn Dury,63090 Blaine Crossing,Phoenix,AZ,85010,38,147645,0.76,0,520,255338,4,4
Ag Houndson,945 Menomonie Avenue,Dayton,OH,45454,44,104561,0.99,12,807,369328,39,2
Adiana Dymick,23 Ilene Crossing,Albuquerque,NM,87105,27,146926,0.74,15,439,270644,35,4
Madelina Mushart,9441 Northland Lane,Richmond,VA,23289,57,85853,0.8,4,596,302590,51,3
Edwina Zouch,6 Anhalt Center,Houston,TX,77080,27,121917,0.82,7,607,256245,48,3
Kennedy McMaster,51453 Moulton Junctio,Sacramento,CA,94291,70,122547,0.98,7,771,15253,6,4
Joelle Teresa,17802 Randy Park,Saint Louis,MO,63116,47,125532,0.74,12,446,356452,29,2
Kanya Jordan,31 Merrick Trail,Irvine,CA,92710,73,101835,0.83,4,635,481868,6,4
Rebeca Cotton,64 Rusk Street,Charleston,WV,25313,42,26697,0.78,14,557,447505,54,3
Vania Packer,10948 Vahlen Point,Trenton,NJ,8638,65,45699,0.99,14,819,133473,34,1
